home_team,away_team,home_score,away_score,Round,Year,result,home_rank,home_points,away_rank,away_points,home_win_rate,home_avg_goals,home_avg_conceded,away_win_rate,away_avg_goals,away_avg_conceded
Chile,Spain,1,2,Group stage,2010,0,55.0,1452.939983,2.0,1873.013187,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.4626865671641791,1.611940298507463,1.1194029850746268
Switzerland,Honduras,0,0,Group stage,2010,1,19.0,1650.064179,65.0,1378.970301,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.0,0.3333333333333333,1.5555555555555556
Paraguay,New Zealand,0,0,Group stage,2010,1,40.0,1505.349689,85.0,1275.581062,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.0,0.6666666666666666,2.333333333333333
Slovakia,Italy,3,2,Group stage,2010,2,47.0,1473.660727,12.0,1704.733836,0.25,1.25,1.75,0.5421686746987951,1.5421686746987953,0.927710843373494
Denmark,Japan,1,3,Group stage,2010,0,21.0,1619.474248,18.0,1661.576187,0.391304347826087,1.3478260869565215,1.2608695652173914,0.28,1.0,1.32
Cameroon,Netherlands,1,2,Group stage,2010,0,44.0,1481.235245,8.0,1751.097835,0.1923076923076923,0.8461538461538461,1.807692307692308,0.5454545454545454,1.7454545454545454,0.9454545454545454
Slovenia,England,0,1,Group stage,2010,0,59.0,1441.087158,4.0,1827.048678,0.1666666666666666,0.8333333333333334,1.6666666666666667,0.4324324324324324,1.4054054054054057,0.918918918918919
Ghana,Germany,0,1,Group stage,2010,0,73.0,1346.881205,10.0,1735.771984,0.3333333333333333,1.2,1.5333333333333334,0.6607142857142857,2.25,1.1964285714285714
Australia,Serbia,2,1,Group stage,2010,2,27.0,1579.34264,43.0,1502.133186,0.2,0.85,1.85,0.2222222222222222,1.0,1.6666666666666667
Mexico,Uruguay,0,1,Group stage,2010,0,14.0,1687.481759,16.0,1673.068603,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.423728813559322,1.5084745762711864,1.2881355932203389
France,South Africa,1,2,Group stage,2010,0,3.0,1869.428449,60.0,1428.379282,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2222222222222222,1.2222222222222223,1.7777777777777777
Nigeria,Korea Republic,2,2,Group stage,2010,1,26.0,1586.688586,25.0,1591.630886,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.1842105263157894,1.0263157894736843,2.0526315789473686
Greece,Argentina,0,2,Group stage,2010,0,48.0,1473.187305,1.0,1876.118331,0.2,0.5,2.0,0.5340909090909091,1.7272727272727273,1.1477272727272727
Portugal,Korea DPR,7,0,Group stage,2010,2,5.0,1766.177547,120.0,1151.052136,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.1428571428571428,0.8571428571428571,3.0
Chile,Switzerland,1,0,Group stage,2010,2,55.0,1452.939983,19.0,1650.064179,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.3414634146341463,1.3414634146341464,1.7804878048780488
Spain,Honduras,2,0,Group stage,2010,2,2.0,1873.013187,65.0,1378.970301,0.4626865671641791,1.611940298507463,1.1194029850746268,0.0,0.3333333333333333,1.5555555555555556
Slovakia,Paraguay,0,2,Group stage,2010,0,47.0,1473.660727,40.0,1505.349689,0.25,1.25,1.75,0.2592592592592592,1.1111111111111112,1.4074074074074074
Italy,New Zealand,1,1,Group stage,2010,1,12.0,1704.733836,85.0,1275.581062,0.5421686746987951,1.5421686746987953,0.927710843373494,0.0,0.6666666666666666,2.333333333333333
Brazil,Côte d'Ivoire,3,1,Group stage,2010,2,6.0,1765.856297,33.0,1540.869533,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3333333333333333,1.4444444444444444,1.5555555555555556
Netherlands,Japan,1,0,Group stage,2010,2,8.0,1751.097835,18.0,1661.576187,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.28,1.0,1.32
Ghana,Australia,1,1,Group stage,2010,1,73.0,1346.881205,27.0,1579.34264,0.3333333333333333,1.2,1.5333333333333334,0.2,0.85,1.85
Cameroon,Denmark,1,2,Group stage,2010,0,44.0,1481.235245,21.0,1619.474248,0.1923076923076923,0.8461538461538461,1.807692307692308,0.391304347826087,1.3478260869565215,1.2608695652173914
Germany,Serbia,0,1,Group stage,2010,0,10.0,1735.771984,43.0,1502.133186,0.6607142857142857,2.25,1.1964285714285714,0.2222222222222222,1.0,1.6666666666666667
England,Algeria,0,0,Group stage,2010,1,4.0,1827.048678,28.0,1571.033293,0.4324324324324324,1.4054054054054057,0.918918918918919,0.2307692307692307,1.0,1.4615384615384617
Argentina,Korea Republic,4,1,Group stage,2010,2,1.0,1876.118331,25.0,1591.630886,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.1842105263157894,1.0263157894736843,2.0526315789473686
Greece,Nigeria,2,1,Group stage,2010,2,48.0,1473.187305,26.0,1586.688586,0.2,0.5,2.0,0.2857142857142857,1.0952380952380951,1.4285714285714286
France,Mexico,0,2,Group stage,2010,0,3.0,1869.428449,14.0,1687.481759,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2833333333333333,1.0333333333333334,1.6833333333333331
Honduras,Chile,0,1,Group stage,2010,0,65.0,1378.970301,55.0,1452.939983,0.0,0.3333333333333333,1.5555555555555556,0.3333333333333333,1.2121212121212122,1.4848484848484849
Spain,Switzerland,0,1,Group stage,2010,0,2.0,1873.013187,19.0,1650.064179,0.4626865671641791,1.611940298507463,1.1194029850746268,0.3414634146341463,1.3414634146341464,1.7804878048780488
South Africa,Uruguay,0,3,Group stage,2010,0,60.0,1428.379282,16.0,1673.068603,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.423728813559322,1.5084745762711864,1.2881355932203389
New Zealand,Slovakia,1,1,Group stage,2010,1,85.0,1275.581062,47.0,1473.660727,0.0,0.6666666666666666,2.333333333333333,0.25,1.25,1.75
Côte d'Ivoire,Portugal,0,0,Group stage,2010,1,33.0,1540.869533,5.0,1766.177547,0.3333333333333333,1.4444444444444444,1.5555555555555556,0.4857142857142857,1.7428571428571429,1.1714285714285717
Brazil,Korea DPR,2,1,Group stage,2010,2,6.0,1765.856297,120.0,1151.052136,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.1428571428571428,0.8571428571428571,3.0
Netherlands,Denmark,2,0,Group stage,2010,2,8.0,1751.097835,21.0,1619.474248,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.391304347826087,1.3478260869565215,1.2608695652173914
Japan,Cameroon,1,0,Group stage,2010,2,18.0,1661.576187,44.0,1481.235245,0.28,1.0,1.32,0.1923076923076923,0.8461538461538461,1.807692307692308
Italy,Paraguay,1,1,Group stage,2010,1,12.0,1704.733836,40.0,1505.349689,0.5421686746987951,1.5421686746987953,0.927710843373494,0.2592592592592592,1.1111111111111112,1.4074074074074074
Algeria,Slovenia,0,1,Group stage,2010,0,28.0,1571.033293,59.0,1441.087158,0.2307692307692307,1.0,1.4615384615384617,0.1666666666666666,0.8333333333333334,1.6666666666666667
Serbia,Ghana,0,1,Group stage,2010,0,43.0,1502.133186,73.0,1346.881205,0.2222222222222222,1.0,1.6666666666666667,0.3333333333333333,1.2,1.5333333333333334
Germany,Australia,4,0,Group stage,2010,2,10.0,1735.771984,27.0,1579.34264,0.6607142857142857,2.25,1.1964285714285714,0.2,0.85,1.85
Korea Republic,Greece,2,0,Group stage,2010,2,25.0,1591.630886,48.0,1473.187305,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.2,0.5,2.0
Argentina,Nigeria,1,0,Group stage,2010,2,1.0,1876.118331,26.0,1586.688586,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2857142857142857,1.0952380952380951,1.4285714285714286
South Africa,Mexico,1,1,Group stage,2010,1,60.0,1428.379282,14.0,1687.481759,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.2833333333333333,1.0333333333333334,1.6833333333333331
Uruguay,France,0,0,Group stage,2010,1,16.0,1673.068603,3.0,1869.428449,0.423728813559322,1.5084745762711864,1.2881355932203389,0.5342465753424658,1.8630136986301369,1.1643835616438356
Italy,France,1,1,Final,2006,1,12.0,1704.733836,3.0,1869.428449,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5342465753424658,1.8630136986301369,1.1643835616438356
Germany,Portugal,3,1,Third-place match,2006,2,10.0,1735.771984,5.0,1766.177547,0.6607142857142857,2.25,1.1964285714285714,0.4857142857142857,1.7428571428571429,1.1714285714285717
Portugal,France,0,1,Semi-finals,2006,0,5.0,1766.177547,3.0,1869.428449,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.5342465753424658,1.8630136986301369,1.1643835616438356
Germany,Italy,0,2,Semi-finals,2006,0,10.0,1735.771984,12.0,1704.733836,0.6607142857142857,2.25,1.1964285714285714,0.5421686746987951,1.5421686746987953,0.927710843373494
England,Portugal,0,0,Quarter-finals,2006,1,4.0,1827.048678,5.0,1766.177547,0.4324324324324324,1.4054054054054057,0.918918918918919,0.4857142857142857,1.7428571428571429,1.1714285714285717
Brazil,France,0,1,Quarter-finals,2006,0,6.0,1765.856297,3.0,1869.428449,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5342465753424658,1.8630136986301369,1.1643835616438356
Germany,Argentina,1,1,Quarter-finals,2006,1,10.0,1735.771984,1.0,1876.118331,0.6607142857142857,2.25,1.1964285714285714,0.5340909090909091,1.7272727272727273,1.1477272727272727
Italy,Ukraine,3,0,Quarter-finals,2006,2,12.0,1704.733836,32.0,1549.287173,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4,1.0,1.4
Brazil,Ghana,3,0,Round of 16,2006,2,6.0,1765.856297,73.0,1346.881205,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3333333333333333,1.2,1.5333333333333334
Spain,France,1,3,Round of 16,2006,0,2.0,1873.013187,3.0,1869.428449,0.4626865671641791,1.611940298507463,1.1194029850746268,0.5342465753424658,1.8630136986301369,1.1643835616438356
Italy,Australia,1,0,Round of 16,2006,2,12.0,1704.733836,27.0,1579.34264,0.5421686746987951,1.5421686746987953,0.927710843373494,0.2,0.85,1.85
Switzerland,Ukraine,0,0,Round of 16,2006,1,19.0,1650.064179,32.0,1549.287173,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.4,1.0,1.4
England,Ecuador,1,0,Round of 16,2006,2,4.0,1827.048678,23.0,1598.51582,0.4324324324324324,1.4054054054054057,0.918918918918919,0.3846153846153846,1.0769230769230769,1.0769230769230769
Portugal,Netherlands,1,0,Round of 16,2006,2,5.0,1766.177547,8.0,1751.097835,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.5454545454545454,1.7454545454545454,0.9454545454545454
Germany,Sweden,2,0,Round of 16,2006,2,10.0,1735.771984,38.0,1509.785392,0.6607142857142857,2.25,1.1964285714285714,0.3725490196078431,1.568627450980392,1.431372549019608
Argentina,Mexico,2,1,Round of 16,2006,2,1.0,1876.118331,14.0,1687.481759,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2833333333333333,1.0333333333333334,1.6833333333333331
Saudi Arabia,Spain,0,1,Group stage,2006,0,61.0,1421.538339,2.0,1873.013187,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.4626865671641791,1.611940298507463,1.1194029850746268
Ukraine,Tunisia,1,0,Group stage,2006,2,32.0,1549.287173,46.0,1476.405088,0.4,1.0,1.4,0.1666666666666666,0.7777777777777778,1.4444444444444444
Togo,France,0,2,Group stage,2006,0,122.0,1146.703618,3.0,1869.428449,0.0,0.3333333333333333,2.0,0.5342465753424658,1.8630136986301369,1.1643835616438356
Switzerland,Korea Republic,2,0,Group stage,2006,2,19.0,1650.064179,25.0,1591.630886,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.1842105263157894,1.0263157894736843,2.0526315789473686
Japan,Brazil,1,4,Group stage,2006,0,18.0,1661.576187,6.0,1765.856297,0.28,1.0,1.32,0.6666666666666666,2.0789473684210527,0.9473684210526316
Croatia,Australia,2,2,Group stage,2006,1,11.0,1714.865572,27.0,1579.34264,0.4333333333333333,1.4333333333333331,1.1,0.2,0.85,1.85
Portugal,Mexico,2,1,Group stage,2006,2,5.0,1766.177547,14.0,1687.481759,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.2833333333333333,1.0333333333333334,1.6833333333333331
IR Iran,Angola,1,1,Group stage,2006,1,20.0,1619.58163,89.0,1262.219698,0.1666666666666666,0.7222222222222222,1.7222222222222223,0.0,0.3333333333333333,0.6666666666666666
Netherlands,Argentina,0,0,Group stage,2006,1,8.0,1751.097835,1.0,1876.118331,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.5340909090909091,1.7272727272727273,1.1477272727272727
Costa Rica,Poland,1,2,Group stage,2006,0,52.0,1457.00228,36.0,1526.183359,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.4473684210526316,1.2894736842105263,1.3157894736842106
Ecuador,Germany,0,3,Group stage,2006,0,23.0,1598.51582,10.0,1735.771984,0.3846153846153846,1.0769230769230769,1.0769230769230769,0.6607142857142857,2.25,1.1964285714285714
Paraguay,Trinidad and Tobago,2,0,Group stage,2006,2,40.0,1505.349689,103.0,1221.951833,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.0,0.0,1.3333333333333333
Sweden,England,2,2,Group stage,2006,1,38.0,1509.785392,4.0,1827.048678,0.3725490196078431,1.568627450980392,1.431372549019608,0.4324324324324324,1.4054054054054057,0.918918918918919
Togo,Switzerland,0,2,Group stage,2006,0,122.0,1146.703618,19.0,1650.064179,0.0,0.3333333333333333,2.0,0.3414634146341463,1.3414634146341464,1.7804878048780488
Saudi Arabia,Ukraine,0,4,Group stage,2006,0,61.0,1421.538339,32.0,1549.287173,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.4,1.0,1.4
Spain,Tunisia,3,1,Group stage,2006,2,2.0,1873.013187,46.0,1476.405088,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1666666666666666,0.7777777777777778,1.4444444444444444
Japan,Croatia,0,0,Group stage,2006,1,18.0,1661.576187,11.0,1714.865572,0.28,1.0,1.32,0.4333333333333333,1.4333333333333331,1.1
Brazil,Australia,2,0,Group stage,2006,2,6.0,1765.856297,27.0,1579.34264,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2,0.85,1.85
France,Korea Republic,1,1,Group stage,2006,1,3.0,1869.428449,25.0,1591.630886,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.1842105263157894,1.0263157894736843,2.0526315789473686
Portugal,IR Iran,2,0,Group stage,2006,2,5.0,1766.177547,20.0,1619.58163,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.1666666666666666,0.7222222222222222,1.7222222222222223
Netherlands,Côte d'Ivoire,2,1,Group stage,2006,2,8.0,1751.097835,33.0,1540.869533,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.3333333333333333,1.4444444444444444,1.5555555555555556
Mexico,Angola,0,0,Group stage,2006,1,14.0,1687.481759,89.0,1262.219698,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.0,0.3333333333333333,0.6666666666666666
Ecuador,Costa Rica,3,0,Group stage,2006,2,23.0,1598.51582,52.0,1457.00228,0.3846153846153846,1.0769230769230769,1.0769230769230769,0.2857142857142857,1.0476190476190477,1.8571428571428568
England,Trinidad and Tobago,2,0,Group stage,2006,2,4.0,1827.048678,103.0,1221.951833,0.4324324324324324,1.4054054054054057,0.918918918918919,0.0,0.0,1.3333333333333333
Sweden,Paraguay,1,0,Group stage,2006,2,38.0,1509.785392,40.0,1505.349689,0.3725490196078431,1.568627450980392,1.431372549019608,0.2592592592592592,1.1111111111111112,1.4074074074074074
Spain,Ukraine,4,0,Group stage,2006,2,2.0,1873.013187,32.0,1549.287173,0.4626865671641791,1.611940298507463,1.1194029850746268,0.4,1.0,1.4
Tunisia,Saudi Arabia,2,2,Group stage,2006,1,46.0,1476.405088,61.0,1421.538339,0.1666666666666666,0.7777777777777778,1.4444444444444444,0.2105263157894736,0.7368421052631579,2.3157894736842106
Germany,Poland,1,0,Group stage,2006,2,10.0,1735.771984,36.0,1526.183359,0.6607142857142857,2.25,1.1964285714285714,0.4473684210526316,1.2894736842105263,1.3157894736842106
Korea Republic,Togo,2,1,Group stage,2006,2,25.0,1591.630886,122.0,1146.703618,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.0,0.3333333333333333,2.0
France,Switzerland,0,0,Group stage,2006,1,3.0,1869.428449,19.0,1650.064179,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.3414634146341463,1.3414634146341464,1.7804878048780488
Brazil,Croatia,1,0,Group stage,2006,2,6.0,1765.856297,11.0,1714.865572,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4333333333333333,1.4333333333333331,1.1
Australia,Japan,3,1,Group stage,2006,2,27.0,1579.34264,18.0,1661.576187,0.2,0.85,1.85,0.28,1.0,1.32
Italy,Ghana,2,0,Group stage,2006,2,12.0,1704.733836,73.0,1346.881205,0.5421686746987951,1.5421686746987953,0.927710843373494,0.3333333333333333,1.2,1.5333333333333334
Mexico,IR Iran,3,1,Group stage,2006,2,14.0,1687.481759,20.0,1619.58163,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.1666666666666666,0.7222222222222222,1.7222222222222223
Angola,Portugal,0,1,Group stage,2006,0,89.0,1262.219698,5.0,1766.177547,0.0,0.3333333333333333,0.6666666666666666,0.4857142857142857,1.7428571428571429,1.1714285714285717
England,Paraguay,1,0,Group stage,2006,2,4.0,1827.048678,40.0,1505.349689,0.4324324324324324,1.4054054054054057,0.918918918918919,0.2592592592592592,1.1111111111111112,1.4074074074074074
Trinidad and Tobago,Sweden,0,0,Group stage,2006,1,103.0,1221.951833,38.0,1509.785392,0.0,0.0,1.3333333333333333,0.3725490196078431,1.568627450980392,1.431372549019608
Argentina,Côte d'Ivoire,2,1,Group stage,2006,2,1.0,1876.118331,33.0,1540.869533,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.3333333333333333,1.4444444444444444,1.5555555555555556
Germany,Costa Rica,4,2,Group stage,2006,2,10.0,1735.771984,52.0,1457.00228,0.6607142857142857,2.25,1.1964285714285714,0.2857142857142857,1.0476190476190477,1.8571428571428568
Poland,Ecuador,0,2,Group stage,2006,0,36.0,1526.183359,23.0,1598.51582,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.3846153846153846,1.0769230769230769,1.0769230769230769
Germany,Brazil,0,2,Final,2002,0,10.0,1735.771984,6.0,1765.856297,0.6607142857142857,2.25,1.1964285714285714,0.6666666666666666,2.0789473684210527,0.9473684210526316
Korea Republic,Türkiye,2,3,Third-place match,2002,0,25.0,1591.630886,22.0,1605.730921,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.5,2.0,1.7
Brazil,Türkiye,1,0,Semi-finals,2002,2,6.0,1765.856297,22.0,1605.730921,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5,2.0,1.7
Germany,Korea Republic,1,0,Semi-finals,2002,2,10.0,1735.771984,25.0,1591.630886,0.6607142857142857,2.25,1.1964285714285714,0.1842105263157894,1.0263157894736843,2.0526315789473686
Spain,Korea Republic,0,0,Quarter-finals,2002,1,2.0,1873.013187,25.0,1591.630886,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1842105263157894,1.0263157894736843,2.0526315789473686
Senegal,Türkiye,0,1,Quarter-finals,2002,0,15.0,1686.412769,22.0,1605.730921,0.4166666666666667,1.3333333333333333,1.4166666666666667,0.5,2.0,1.7
England,Brazil,1,2,Quarter-finals,2002,0,4.0,1827.048678,6.0,1765.856297,0.4324324324324324,1.4054054054054057,0.918918918918919,0.6666666666666666,2.0789473684210527,0.9473684210526316
Japan,Türkiye,0,1,Round of 16,2002,0,18.0,1661.576187,22.0,1605.730921,0.28,1.0,1.32,0.5,2.0,1.7
Korea Republic,Italy,2,1,Round of 16,2002,2,25.0,1591.630886,12.0,1704.733836,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.5421686746987951,1.5421686746987953,0.927710843373494
Brazil,Belgium,2,0,Round of 16,2002,2,6.0,1765.856297,9.0,1742.235945,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4117647058823529,1.3529411764705883,1.4509803921568627
Sweden,Senegal,1,2,Round of 16,2002,0,38.0,1509.785392,15.0,1686.412769,0.3725490196078431,1.568627450980392,1.431372549019608,0.4166666666666667,1.3333333333333333,1.4166666666666667
Spain,Republic of Ireland,1,1,Round of 16,2002,1,2.0,1873.013187,58.0,1441.096901,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1538461538461538,0.7692307692307693,0.7692307692307693
Germany,Paraguay,1,0,Round of 16,2002,2,10.0,1735.771984,40.0,1505.349689,0.6607142857142857,2.25,1.1964285714285714,0.2592592592592592,1.1111111111111112,1.4074074074074074
Denmark,England,0,3,Round of 16,2002,0,21.0,1619.474248,4.0,1827.048678,0.391304347826087,1.3478260869565215,1.2608695652173914,0.4324324324324324,1.4054054054054057,0.918918918918919
Tunisia,Japan,0,2,Group stage,2002,0,46.0,1476.405088,18.0,1661.576187,0.1666666666666666,0.7777777777777778,1.4444444444444444,0.28,1.0,1.32
Belgium,Russia,3,2,Group stage,2002,2,9.0,1742.235945,35.0,1527.237131,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.2857142857142857,1.7142857142857142,1.4285714285714286
Portugal,Korea Republic,0,1,Group stage,2002,0,5.0,1766.177547,25.0,1591.630886,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.1842105263157894,1.0263157894736843,2.0526315789473686
Costa Rica,Brazil,2,5,Group stage,2002,0,52.0,1457.00228,6.0,1765.856297,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.6666666666666666,2.0789473684210527,0.9473684210526316
Türkiye,China PR,3,0,Group stage,2002,2,22.0,1605.730921,92.0,1254.848285,0.5,2.0,1.7,0.0,0.0,3.0
Mexico,Italy,1,1,Group stage,2002,1,14.0,1687.481759,12.0,1704.733836,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.5421686746987951,1.5421686746987953,0.927710843373494
Ecuador,Croatia,1,0,Group stage,2002,2,23.0,1598.51582,11.0,1714.865572,0.3846153846153846,1.0769230769230769,1.0769230769230769,0.4333333333333333,1.4333333333333331,1.1
Sweden,Argentina,1,1,Group stage,2002,1,38.0,1509.785392,1.0,1876.118331,0.3725490196078431,1.568627450980392,1.431372549019608,0.5340909090909091,1.7272727272727273,1.1477272727272727
Nigeria,England,0,0,Group stage,2002,1,26.0,1586.688586,4.0,1827.048678,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.4324324324324324,1.4054054054054057,0.918918918918919
South Africa,Spain,2,3,Group stage,2002,0,60.0,1428.379282,2.0,1873.013187,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.4626865671641791,1.611940298507463,1.1194029850746268
Slovenia,Paraguay,1,3,Group stage,2002,0,59.0,1441.087158,40.0,1505.349689,0.1666666666666666,0.8333333333333334,1.6666666666666667,0.2592592592592592,1.1111111111111112,1.4074074074074074
Denmark,France,2,0,Group stage,2002,2,21.0,1619.474248,3.0,1869.428449,0.391304347826087,1.3478260869565215,1.2608695652173914,0.5342465753424658,1.8630136986301369,1.1643835616438356
Senegal,Uruguay,3,3,Group stage,2002,1,15.0,1686.412769,16.0,1673.068603,0.4166666666666667,1.3333333333333333,1.4166666666666667,0.423728813559322,1.5084745762711864,1.2881355932203389
Saudi Arabia,Republic of Ireland,0,3,Group stage,2002,0,61.0,1421.538339,58.0,1441.096901,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.1538461538461538,0.7692307692307693,0.7692307692307693
Cameroon,Germany,0,2,Group stage,2002,0,44.0,1481.235245,10.0,1735.771984,0.1923076923076923,0.8461538461538461,1.807692307692308,0.6607142857142857,2.25,1.1964285714285714
Tunisia,Belgium,1,1,Group stage,2002,1,46.0,1476.405088,9.0,1742.235945,0.1666666666666666,0.7777777777777778,1.4444444444444444,0.4117647058823529,1.3529411764705883,1.4509803921568627
Portugal,Poland,4,0,Group stage,2002,2,5.0,1766.177547,36.0,1526.183359,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.4473684210526316,1.2894736842105263,1.3157894736842106
Mexico,Ecuador,2,1,Group stage,2002,2,14.0,1687.481759,23.0,1598.51582,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.3846153846153846,1.0769230769230769,1.0769230769230769
Costa Rica,Türkiye,1,1,Group stage,2002,1,52.0,1457.00228,22.0,1605.730921,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.5,2.0,1.7
Japan,Russia,1,0,Group stage,2002,2,18.0,1661.576187,35.0,1527.237131,0.28,1.0,1.32,0.2857142857142857,1.7142857142857142,1.4285714285714286
South Africa,Slovenia,1,0,Group stage,2002,2,60.0,1428.379282,59.0,1441.087158,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.1666666666666666,0.8333333333333334,1.6666666666666667
Italy,Croatia,1,2,Group stage,2002,0,12.0,1704.733836,11.0,1714.865572,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4333333333333333,1.4333333333333331,1.1
Brazil,China PR,4,0,Group stage,2002,2,6.0,1765.856297,92.0,1254.848285,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.0,0.0,3.0
Sweden,Nigeria,2,1,Group stage,2002,2,38.0,1509.785392,26.0,1586.688586,0.3725490196078431,1.568627450980392,1.431372549019608,0.2857142857142857,1.0952380952380951,1.4285714285714286
Spain,Paraguay,3,1,Group stage,2002,2,2.0,1873.013187,40.0,1505.349689,0.4626865671641791,1.611940298507463,1.1194029850746268,0.2592592592592592,1.1111111111111112,1.4074074074074074
Argentina,England,0,1,Group stage,2002,0,1.0,1876.118331,4.0,1827.048678,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4324324324324324,1.4054054054054057,0.918918918918919
Denmark,Senegal,1,1,Group stage,2002,1,21.0,1619.474248,15.0,1686.412769,0.391304347826087,1.3478260869565215,1.2608695652173914,0.4166666666666667,1.3333333333333333,1.4166666666666667
Cameroon,Saudi Arabia,1,0,Group stage,2002,2,44.0,1481.235245,61.0,1421.538339,0.1923076923076923,0.8461538461538461,1.807692307692308,0.2105263157894736,0.7368421052631579,2.3157894736842106
France,Uruguay,0,0,Group stage,2002,1,3.0,1869.428449,16.0,1673.068603,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.423728813559322,1.5084745762711864,1.2881355932203389
Russia,Tunisia,2,0,Group stage,2002,2,35.0,1527.237131,46.0,1476.405088,0.2857142857142857,1.7142857142857142,1.4285714285714286,0.1666666666666666,0.7777777777777778,1.4444444444444444
Germany,Republic of Ireland,1,1,Group stage,2002,1,10.0,1735.771984,58.0,1441.096901,0.6607142857142857,2.25,1.1964285714285714,0.1538461538461538,0.7692307692307693,0.7692307692307693
China PR,Costa Rica,0,2,Group stage,2002,0,92.0,1254.848285,52.0,1457.00228,0.0,0.0,3.0,0.2857142857142857,1.0476190476190477,1.8571428571428568
Japan,Belgium,2,2,Group stage,2002,1,18.0,1661.576187,9.0,1742.235945,0.28,1.0,1.32,0.4117647058823529,1.3529411764705883,1.4509803921568627
Korea Republic,Poland,2,0,Group stage,2002,2,25.0,1591.630886,36.0,1526.183359,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.4473684210526316,1.2894736842105263,1.3157894736842106
Croatia,Mexico,0,1,Group stage,2002,0,11.0,1714.865572,14.0,1687.481759,0.4333333333333333,1.4333333333333331,1.1,0.2833333333333333,1.0333333333333334,1.6833333333333331
Brazil,Türkiye,2,1,Group stage,2002,2,6.0,1765.856297,22.0,1605.730921,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5,2.0,1.7
Italy,Ecuador,2,0,Group stage,2002,2,12.0,1704.733836,23.0,1598.51582,0.5421686746987951,1.5421686746987953,0.927710843373494,0.3846153846153846,1.0769230769230769,1.0769230769230769
