home_team,away_team,home_score,away_score,Round,Year,result,home_rank,home_points,away_rank,away_points,home_win_rate,home_avg_goals,home_avg_conceded,away_win_rate,away_avg_goals,away_avg_conceded
Argentina,Cameroon,0,1,Group stage,1990,0,1.0,1876.118331,44.0,1481.235245,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.1923076923076923,0.8461538461538461,1.807692307692308
France,Belgium,4,2,Third-place match,1986,2,3.0,1869.428449,9.0,1742.235945,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4117647058823529,1.3529411764705883,1.4509803921568627
Argentina,Belgium,2,0,Semi-finals,1986,2,1.0,1876.118331,9.0,1742.235945,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4117647058823529,1.3529411764705883,1.4509803921568627
Argentina,England,2,1,Quarter-finals,1986,2,1.0,1876.118331,4.0,1827.048678,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4324324324324324,1.4054054054054057,0.918918918918919
Spain,Belgium,1,1,Quarter-finals,1986,1,2.0,1873.013187,9.0,1742.235945,0.4626865671641791,1.611940298507463,1.1194029850746268,0.4117647058823529,1.3529411764705883,1.4509803921568627
Brazil,France,1,1,Quarter-finals,1986,1,6.0,1765.856297,3.0,1869.428449,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5342465753424658,1.8630136986301369,1.1643835616438356
England,Paraguay,3,0,Round of 16,1986,2,4.0,1827.048678,40.0,1505.349689,0.4324324324324324,1.4054054054054057,0.918918918918919,0.2592592592592592,1.1111111111111112,1.4074074074074074
Denmark,Spain,1,5,Round of 16,1986,0,21.0,1619.474248,2.0,1873.013187,0.391304347826087,1.3478260869565215,1.2608695652173914,0.4626865671641791,1.611940298507463,1.1194029850746268
Italy,France,0,2,Round of 16,1986,0,12.0,1704.733836,3.0,1869.428449,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5342465753424658,1.8630136986301369,1.1643835616438356
Brazil,Poland,4,0,Round of 16,1986,2,6.0,1765.856297,36.0,1526.183359,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4473684210526316,1.2894736842105263,1.3157894736842106
Argentina,Uruguay,1,0,Round of 16,1986,2,1.0,1876.118331,16.0,1673.068603,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.423728813559322,1.5084745762711864,1.2881355932203389
Mexico,Bulgaria,2,0,Round of 16,1986,2,14.0,1687.481759,87.0,1271.683325,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.1153846153846153,0.8461538461538461,2.0384615384615383
Scotland,Uruguay,0,0,Group stage,1986,1,42.0,1503.34027,16.0,1673.068603,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.423728813559322,1.5084745762711864,1.2881355932203389
Algeria,Spain,0,3,Group stage,1986,0,28.0,1571.033293,2.0,1873.013187,0.2307692307692307,1.0,1.4615384615384617,0.4626865671641791,1.611940298507463,1.1194029850746268
Northern Ireland,Brazil,0,3,Group stage,1986,0,70.0,1366.564198,6.0,1765.856297,0.2307692307692307,1.0,1.7692307692307692,0.6666666666666666,2.0789473684210527,0.9473684210526316
Paraguay,Belgium,2,2,Group stage,1986,1,40.0,1505.349689,9.0,1742.235945,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.4117647058823529,1.3529411764705883,1.4509803921568627
Iraq,Mexico,0,1,Group stage,1986,0,56.0,1451.153466,14.0,1687.481759,0.0,0.3333333333333333,1.3333333333333333,0.2833333333333333,1.0333333333333334,1.6833333333333331
England,Poland,3,0,Group stage,1986,2,4.0,1827.048678,36.0,1526.183359,0.4324324324324324,1.4054054054054057,0.918918918918919,0.4473684210526316,1.2894736842105263,1.3157894736842106
Portugal,Morocco,1,3,Group stage,1986,0,5.0,1766.177547,7.0,1755.100232,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.217391304347826,0.8695652173913043,1.173913043478261
Argentina,Bulgaria,2,0,Group stage,1986,2,1.0,1876.118331,87.0,1271.683325,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.1153846153846153,0.8461538461538461,2.0384615384615383
Korea Republic,Italy,2,3,Group stage,1986,0,25.0,1591.630886,12.0,1704.733836,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.5421686746987951,1.5421686746987953,0.927710843373494
Hungary,France,0,3,Group stage,1986,0,41.0,1504.135797,3.0,1869.428449,0.46875,2.71875,1.78125,0.5342465753424658,1.8630136986301369,1.1643835616438356
Iraq,Belgium,1,2,Group stage,1986,0,56.0,1451.153466,9.0,1742.235945,0.0,0.3333333333333333,1.3333333333333333,0.4117647058823529,1.3529411764705883,1.4509803921568627
Denmark,Uruguay,6,1,Group stage,1986,2,21.0,1619.474248,16.0,1673.068603,0.391304347826087,1.3478260869565215,1.2608695652173914,0.423728813559322,1.5084745762711864,1.2881355932203389
Mexico,Paraguay,1,1,Group stage,1986,1,14.0,1687.481759,40.0,1505.349689,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.2592592592592592,1.1111111111111112,1.4074074074074074
Northern Ireland,Spain,1,2,Group stage,1986,0,70.0,1366.564198,2.0,1873.013187,0.2307692307692307,1.0,1.7692307692307692,0.4626865671641791,1.611940298507463,1.1194029850746268
Poland,Portugal,1,0,Group stage,1986,2,36.0,1526.183359,5.0,1766.177547,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.4857142857142857,1.7428571428571429,1.1714285714285717
Brazil,Algeria,1,0,Group stage,1986,2,6.0,1765.856297,28.0,1571.033293,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2307692307692307,1.0,1.4615384615384617
Hungary,Canada,2,0,Group stage,1986,2,41.0,1504.135797,30.0,1559.479301,0.46875,2.71875,1.78125,0.0,0.3333333333333333,2.0
England,Morocco,0,0,Group stage,1986,1,4.0,1827.048678,7.0,1755.100232,0.4324324324324324,1.4054054054054057,0.918918918918919,0.217391304347826,0.8695652173913043,1.173913043478261
Italy,Argentina,1,1,Group stage,1986,1,12.0,1704.733836,1.0,1876.118331,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5340909090909091,1.7272727272727273,1.1477272727272727
Korea Republic,Bulgaria,1,1,Group stage,1986,1,25.0,1591.630886,87.0,1271.683325,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.1153846153846153,0.8461538461538461,2.0384615384615383
Paraguay,Iraq,1,0,Group stage,1986,2,40.0,1505.349689,56.0,1451.153466,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.0,0.3333333333333333,1.3333333333333333
Scotland,Denmark,0,1,Group stage,1986,0,42.0,1503.34027,21.0,1619.474248,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.391304347826087,1.3478260869565215,1.2608695652173914
Belgium,Mexico,1,2,Group stage,1986,0,9.0,1742.235945,14.0,1687.481759,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.2833333333333333,1.0333333333333334,1.6833333333333331
Algeria,Northern Ireland,1,1,Group stage,1986,1,28.0,1571.033293,70.0,1366.564198,0.2307692307692307,1.0,1.4615384615384617,0.2307692307692307,1.0,1.7692307692307692
Portugal,England,1,0,Group stage,1986,2,5.0,1766.177547,4.0,1827.048678,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.4324324324324324,1.4054054054054057,0.918918918918919
Argentina,Korea Republic,3,1,Group stage,1986,2,1.0,1876.118331,25.0,1591.630886,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.1842105263157894,1.0263157894736843,2.0526315789473686
Morocco,Poland,0,0,Group stage,1986,1,7.0,1755.100232,36.0,1526.183359,0.217391304347826,0.8695652173913043,1.173913043478261,0.4473684210526316,1.2894736842105263,1.3157894736842106
Spain,Brazil,0,1,Group stage,1986,0,2.0,1873.013187,6.0,1765.856297,0.4626865671641791,1.611940298507463,1.1194029850746268,0.6666666666666666,2.0789473684210527,0.9473684210526316
Canada,France,0,1,Group stage,1986,0,30.0,1559.479301,3.0,1869.428449,0.0,0.3333333333333333,2.0,0.5342465753424658,1.8630136986301369,1.1643835616438356
Bulgaria,Italy,1,1,Group stage,1986,1,87.0,1271.683325,12.0,1704.733836,0.1153846153846153,0.8461538461538461,2.0384615384615383,0.5421686746987951,1.5421686746987953,0.927710843373494
Poland,France,3,2,Third-place match,1982,2,36.0,1526.183359,3.0,1869.428449,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.5342465753424658,1.8630136986301369,1.1643835616438356
Poland,Italy,0,2,Semi-finals,1982,0,36.0,1526.183359,12.0,1704.733836,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.5421686746987951,1.5421686746987953,0.927710843373494
Italy,Brazil,3,2,Second group stage,1982,2,12.0,1704.733836,6.0,1765.856297,0.5421686746987951,1.5421686746987953,0.927710843373494,0.6666666666666666,2.0789473684210527,0.9473684210526316
Spain,England,0,0,Second group stage,1982,1,2.0,1873.013187,4.0,1827.048678,0.4626865671641791,1.611940298507463,1.1194029850746268,0.4324324324324324,1.4054054054054057,0.918918918918919
France,Northern Ireland,4,1,Second group stage,1982,2,3.0,1869.428449,70.0,1366.564198,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2307692307692307,1.0,1.7692307692307692
Argentina,Brazil,1,3,Second group stage,1982,0,1.0,1876.118331,6.0,1765.856297,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.6666666666666666,2.0789473684210527,0.9473684210526316
Austria,Northern Ireland,2,2,Second group stage,1982,1,24.0,1597.404087,70.0,1366.564198,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.2307692307692307,1.0,1.7692307692307692
Italy,Argentina,2,1,Second group stage,1982,2,12.0,1704.733836,1.0,1876.118331,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5340909090909091,1.7272727272727273,1.1477272727272727
Austria,France,0,1,Second group stage,1982,0,24.0,1597.404087,3.0,1869.428449,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.5342465753424658,1.8630136986301369,1.1643835616438356
Poland,Belgium,3,0,Second group stage,1982,2,36.0,1526.183359,9.0,1742.235945,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.4117647058823529,1.3529411764705883,1.4509803921568627
England,Kuwait,1,0,First group stage,1982,2,4.0,1827.048678,133.0,1106.474587,0.4324324324324324,1.4054054054054057,0.918918918918919,0.0,0.6666666666666666,2.0
Northern Ireland,Spain,1,0,First group stage,1982,2,70.0,1366.564198,2.0,1873.013187,0.2307692307692307,1.0,1.7692307692307692,0.4626865671641791,1.611940298507463,1.1194029850746268
Algeria,Chile,3,2,First group stage,1982,2,28.0,1571.033293,55.0,1452.939983,0.2307692307692307,1.0,1.4615384615384617,0.3333333333333333,1.2121212121212122,1.4848484848484849
Italy,Cameroon,1,1,First group stage,1982,1,12.0,1704.733836,44.0,1481.235245,0.5421686746987951,1.5421686746987953,0.927710843373494,0.1923076923076923,0.8461538461538461,1.807692307692308
Argentina,El Salvador,2,0,First group stage,1982,2,1.0,1876.118331,101.0,1225.344607,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.0,0.1666666666666666,3.6666666666666665
Brazil,New Zealand,4,0,First group stage,1982,2,6.0,1765.856297,85.0,1275.581062,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.0,0.6666666666666666,2.333333333333333
Poland,Peru,5,1,First group stage,1982,2,36.0,1526.183359,51.0,1459.390555,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.2777777777777778,1.1666666666666667,1.8333333333333333
Belgium,Hungary,1,1,First group stage,1982,1,9.0,1742.235945,41.0,1504.135797,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.46875,2.71875,1.78125
Algeria,Austria,0,2,First group stage,1982,0,28.0,1571.033293,24.0,1597.404087,0.2307692307692307,1.0,1.4615384615384617,0.4137931034482758,1.4827586206896552,1.6206896551724137
France,Kuwait,4,1,First group stage,1982,2,3.0,1869.428449,133.0,1106.474587,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.0,0.6666666666666666,2.0
Honduras,Northern Ireland,1,1,First group stage,1982,1,65.0,1378.970301,70.0,1366.564198,0.0,0.3333333333333333,1.5555555555555556,0.2307692307692307,1.0,1.7692307692307692
Poland,Cameroon,0,0,First group stage,1982,1,36.0,1526.183359,44.0,1481.235245,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.1923076923076923,0.8461538461538461,1.807692307692308
Belgium,El Salvador,1,0,First group stage,1982,2,9.0,1742.235945,101.0,1225.344607,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.0,0.1666666666666666,3.6666666666666665
Italy,Peru,1,1,First group stage,1982,1,12.0,1704.733836,51.0,1459.390555,0.5421686746987951,1.5421686746987953,0.927710843373494,0.2777777777777778,1.1666666666666667,1.8333333333333333
Brazil,Scotland,4,1,First group stage,1982,2,6.0,1765.856297,42.0,1503.34027,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.1739130434782608,1.0869565217391304,1.7826086956521738
Argentina,Hungary,4,1,First group stage,1982,2,1.0,1876.118331,41.0,1504.135797,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.46875,2.71875,1.78125
Chile,Austria,0,1,First group stage,1982,0,55.0,1452.939983,24.0,1597.404087,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.4137931034482758,1.4827586206896552,1.6206896551724137
England,France,3,1,First group stage,1982,2,4.0,1827.048678,3.0,1869.428449,0.4324324324324324,1.4054054054054057,0.918918918918919,0.5342465753424658,1.8630136986301369,1.1643835616438356
Spain,Honduras,1,1,First group stage,1982,1,2.0,1873.013187,65.0,1378.970301,0.4626865671641791,1.611940298507463,1.1194029850746268,0.0,0.3333333333333333,1.5555555555555556
Peru,Cameroon,0,0,First group stage,1982,1,51.0,1459.390555,44.0,1481.235245,0.2777777777777778,1.1666666666666667,1.8333333333333333,0.1923076923076923,0.8461538461538461,1.807692307692308
Hungary,El Salvador,10,1,First group stage,1982,2,41.0,1504.135797,101.0,1225.344607,0.46875,2.71875,1.78125,0.0,0.1666666666666666,3.6666666666666665
Scotland,New Zealand,5,2,First group stage,1982,2,42.0,1503.34027,85.0,1275.581062,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.0,0.6666666666666666,2.333333333333333
Italy,Poland,0,0,First group stage,1982,1,12.0,1704.733836,36.0,1526.183359,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4473684210526316,1.2894736842105263,1.3157894736842106
Argentina,Belgium,0,1,First group stage,1982,0,1.0,1876.118331,9.0,1742.235945,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4117647058823529,1.3529411764705883,1.4509803921568627
Argentina,Netherlands,3,1,Final,1978,2,1.0,1876.118331,8.0,1751.097835,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.5454545454545454,1.7454545454545454,0.9454545454545454
Brazil,Italy,2,1,Third-place match,1978,2,6.0,1765.856297,12.0,1704.733836,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5421686746987951,1.5421686746987953,0.927710843373494
Netherlands,Italy,2,1,Second round,1978,2,8.0,1751.097835,12.0,1704.733836,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.5421686746987951,1.5421686746987953,0.927710843373494
Brazil,Poland,3,1,Second round,1978,2,6.0,1765.856297,36.0,1526.183359,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4473684210526316,1.2894736842105263,1.3157894736842106
Argentina,Peru,6,0,Second round,1978,2,1.0,1876.118331,51.0,1459.390555,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2777777777777778,1.1666666666666667,1.8333333333333333
Poland,Peru,1,0,Second round,1978,2,36.0,1526.183359,51.0,1459.390555,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.2777777777777778,1.1666666666666667,1.8333333333333333
Italy,Austria,1,0,Second round,1978,2,12.0,1704.733836,24.0,1597.404087,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4137931034482758,1.4827586206896552,1.6206896551724137
Argentina,Brazil,0,0,Second round,1978,1,1.0,1876.118331,6.0,1765.856297,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.6666666666666666,2.0789473684210527,0.9473684210526316
Netherlands,Austria,5,1,Second round,1978,2,8.0,1751.097835,24.0,1597.404087,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.4137931034482758,1.4827586206896552,1.6206896551724137
Brazil,Peru,3,0,Second round,1978,2,6.0,1765.856297,51.0,1459.390555,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2777777777777778,1.1666666666666667,1.8333333333333333
Argentina,Poland,2,0,Second round,1978,2,1.0,1876.118331,36.0,1526.183359,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4473684210526316,1.2894736842105263,1.3157894736842106
Brazil,Austria,1,0,First round,1978,2,6.0,1765.856297,24.0,1597.404087,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4137931034482758,1.4827586206896552,1.6206896551724137
Spain,Sweden,1,0,First round,1978,2,2.0,1873.013187,38.0,1509.785392,0.4626865671641791,1.611940298507463,1.1194029850746268,0.3725490196078431,1.568627450980392,1.431372549019608
Peru,IR Iran,4,1,First round,1978,2,51.0,1459.390555,20.0,1619.58163,0.2777777777777778,1.1666666666666667,1.8333333333333333,0.1666666666666666,0.7222222222222222,1.7222222222222223
Scotland,Netherlands,3,2,First round,1978,2,42.0,1503.34027,8.0,1751.097835,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.5454545454545454,1.7454545454545454,0.9454545454545454
France,Hungary,3,1,First round,1978,2,3.0,1869.428449,41.0,1504.135797,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.46875,2.71875,1.78125
Poland,Mexico,3,1,First round,1978,2,36.0,1526.183359,14.0,1687.481759,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.2833333333333333,1.0333333333333334,1.6833333333333331
Italy,Argentina,1,0,First round,1978,2,12.0,1704.733836,1.0,1876.118331,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5340909090909091,1.7272727272727273,1.1477272727272727
Austria,Sweden,1,0,First round,1978,2,24.0,1597.404087,38.0,1509.785392,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.3725490196078431,1.568627450980392,1.431372549019608
Brazil,Spain,0,0,First round,1978,1,6.0,1765.856297,2.0,1873.013187,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4626865671641791,1.611940298507463,1.1194029850746268
Netherlands,Peru,0,0,First round,1978,1,8.0,1751.097835,51.0,1459.390555,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.2777777777777778,1.1666666666666667,1.8333333333333333
Scotland,IR Iran,1,1,First round,1978,1,42.0,1503.34027,20.0,1619.58163,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.1666666666666666,0.7222222222222222,1.7222222222222223
Italy,Hungary,3,1,First round,1978,2,12.0,1704.733836,41.0,1504.135797,0.5421686746987951,1.5421686746987953,0.927710843373494,0.46875,2.71875,1.78125
Poland,Tunisia,1,0,First round,1978,2,36.0,1526.183359,46.0,1476.405088,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.1666666666666666,0.7777777777777778,1.4444444444444444
Argentina,France,2,1,First round,1978,2,1.0,1876.118331,3.0,1869.428449,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.5342465753424658,1.8630136986301369,1.1643835616438356
Sweden,Brazil,1,1,First round,1978,1,38.0,1509.785392,6.0,1765.856297,0.3725490196078431,1.568627450980392,1.431372549019608,0.6666666666666666,2.0789473684210527,0.9473684210526316
Austria,Spain,2,1,First round,1978,2,24.0,1597.404087,2.0,1873.013187,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.4626865671641791,1.611940298507463,1.1194029850746268
Peru,Scotland,3,1,First round,1978,2,51.0,1459.390555,42.0,1503.34027,0.2777777777777778,1.1666666666666667,1.8333333333333333,0.1739130434782608,1.0869565217391304,1.7826086956521738
Netherlands,IR Iran,3,0,First round,1978,2,8.0,1751.097835,20.0,1619.58163,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.1666666666666666,0.7222222222222222,1.7222222222222223
Italy,France,2,1,First round,1978,2,12.0,1704.733836,3.0,1869.428449,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5342465753424658,1.8630136986301369,1.1643835616438356
